order_num,status,quarter_id,month_id,year_id,product_code,contact_fname,contact_lname
10204,Shipped,4,11,2004,S12_1108,Jonas,Bergulfsen
10205,Shipped,4,11,2004,S12_1108,Marie,Bertrand
10206,Shipped,4,11,2004,S12_1108,Mart¡n,Sommer
10207,Shipped,4,12,2004,S12_1108,Paul,Henriot
10208,Shipped,1,1,2005,S12_1108,Valarie,Nelson
10209,Shipped,1,2,2005,S12_1108,Valarie,Nelson
10210,Shipped,1,3,2005,S12_1108,Daniel,Da Cunha
10211,Shipped,2,5,2005,S12_1108,Julie,King
10212,Shipped,1,1,2003,S12_1666,Jonas,Bergulfsen
10213,Shipped,1,3,2003,S12_1666,Valarie,Nelson
10214,Shipped,2,5,2003,S12_1666,Mart¡n,Sommer
10215,Shipped,3,7,2003,S12_1666,Juri,Hirano
10216,Shipped,3,9,2003,S12_1666,Eric,Natividad
10217,Resolved,4,10,2003,S12_1666,Roland,Mendel
10218,Shipped,4,11,2003,S12_1666,Tony,Calaghan
10219,Shipped,4,11,2003,S12_1666,Francisca,Cervantes
10220,Shipped,4,11,2003,S12_1666,Mary,Saveley
10221,Shipped,4,12,2003,S12_1666,Yoshi,Tannamuri
10222,Shipped,1,2,2004,S12_1666,Daniel,Tonini
10223,Shipped,1,3,2004,S12_1666,Valarie,Nelson
10224,Shipped,2,5,2004,S12_1666,Leslie,Murphy
10225,Shipped,2,6,2004,S12_1666,Akiko,Shimamura
10226,Shipped,3,7,2004,S12_1666,Adrian,Huxley
10227,Shipped,3,8,2004,S12_1666,Kyung,Yu
10228,Shipped,3,9,2004,S12_1666,Maria,Larsson
10229,Shipped,4,10,2004,S12_1666,Daniel,Tonini
10230,Shipped,4,10,2004,S12_1666,Yoshi,Tannamuri
10231,Shipped,4,11,2004,S12_1666,Valarie,Young
10232,Shipped,4,11,2004,S12_1666,Julie,Murphy
10233,Shipped,4,11,2004,S12_1666,Peter,Ferguson
10234,Shipped,4,12,2004,S12_1666,Valarie,Nelson
10235,Shipped,1,1,2005,S12_1666,Anna,O'Hara
10236,Shipped,1,2,2005,S12_1666,Julie,Brown
10237,Shipped,1,3,2005,S12_1666,Anna,O'Hara
10238,Shipped,2,5,2005,S12_1666,Jean,Fresnisre
10239,In Process,2,5,2005,S12_1666,Diego,Freyre
10240,Shipped,1,2,2003,S12_2823,Kwai,Yu
10241,Shipped,2,5,2003,S12_2823,Paul,Henriot
10242,Shipped,3,7,2003,S12_2823,Daniel,Da Cunha
10243,Shipped,3,8,2003,S12_2823,Julie,Young
10244,Shipped,4,10,2003,S12_2823,Julie,Brown
10245,Shipped,4,11,2003,S12_2823,Anna,O'Hara
10246,Shipped,4,11,2003,S12_2823,Martine,Rance
10247,Shipped,4,11,2003,S12_2823,Julie,Young
10248,Shipped,4,12,2003,S12_2823,Julie,Murphy
10249,Shipped,1,1,2004,S12_2823,Dominique,Perrier
10250,Shipped,1,2,2004,S12_2823,Martine,Rance
10251,Shipped,2,4,2004,S12_2823,Michael,Frick
10252,Shipped,2,5,2004,S12_2823,William,Brown
10253,Shipped,2,6,2004,S12_2823,Julie,King
10254,Shipped,3,8,2004,S12_2823,Miguel,Barajas
10255,Shipped,3,8,2004,S12_2823,Marta,Hernandez
10256,Shipped,3,9,2004,S12_2823,Matti,Karttunen
10257,Shipped,4,10,2004,S12_2823,Jonas,Bergulfsen
10258,Shipped,4,11,2004,S12_2823,Kee,Kuo
10259,Shipped,4,11,2004,S12_2823,Kwai,Yu
10260,Shipped,4,11,2004,S12_2823,Georg,Pipps
10261,Shipped,1,1,2005,S12_2823,Juri,Hirano
10262,Shipped,1,2,2005,S12_2823,Janine,Labrune
10263,Shipped,1,3,2005,S12_2823,Violeta,Benitez
10264,Shipped,2,4,2005,S12_2823,Elizabeth,Devon
10265,Disputed,2,5,2005,S12_2823,Diego,Freyre
10266,Shipped,1,1,2003,S12_3148,Diego,Freyre
10267,Shipped,2,4,2003,S12_3148,Eric,Natividad
10268,Shipped,2,6,2003,S12_3148,Jeff,Young
10269,Shipped,3,8,2003,S12_3148,Valarie,Nelson
10270,Shipped,3,9,2003,S12_3148,Diego,Freyre
10271,Shipped,4,10,2003,S12_3148,Eric,Natividad
10272,Shipped,4,11,2003,S12_3148,Maurizio,Moroni
10273,Shipped,4,11,2003,S12_3148,Wing C,Tam
10274,Shipped,4,11,2003,S12_3148,Leslie,Murphy
10275,Shipped,1,1,2004,S12_3148,Mary,Saveley
10276,Shipped,1,2,2004,S12_3148,Dean,Cassidy
10277,Shipped,1,3,2004,S12_3148,Roland,Keitel
10278,Shipped,2,5,2004,S12_3148,Kalle,Suominen
10279,Shipped,3,7,2004,S12_3148,Kyung,Yu
10280,Shipped,3,8,2004,S12_3148,Valarie,Nelson
10281,Shipped,3,9,2004,S12_3148,Paolo,Accorti
10282,Shipped,4,10,2004,S12_3148,Victoria,Ashworth
10283,Shipped,4,10,2004,S12_3148,Palle,Ibsen
10284,Shipped,4,11,2004,S12_3148,Michael,Frick
10285,Shipped,4,11,2004,S12_3148,Marie,Bertrand
10286,Shipped,4,11,2004,S12_3148,Mart¡n,Sommer
10287,Shipped,4,12,2004,S12_3148,Diego,Freyre
10288,Shipped,1,1,2005,S12_3148,Akiko,Shimamura
10289,Shipped,1,2,2005,S12_3148,Valarie,Nelson
10290,Shipped,2,5,2005,S12_3148,Julie,King
10291,Shipped,1,3,2003,S12_3380,Arnold,Cruz
10292,Shipped,2,5,2003,S12_3380,Laurence,Lebihan
10293,Shipped,3,7,2003,S12_3380,Valarie,Nelson
10294,Shipped,3,9,2003,S12_3380,Allen,Nelson
10295,Shipped,4,10,2003,S12_3380,Michael,Chandler
10296,Shipped,4,11,2003,S12_3380,Roland,Mendel
10297,Shipped,4,11,2003,S12_3380,Veysel,Oeztan
10298,Shipped,4,11,2003,S12_3380,Henriette,Pfalzheim
10299,Shipped,4,12,2003,S12_3380,Diego,Freyre
10300,Shipped,1,1,2004,S12_3380,Diego,Freyre
10301,Shipped,1,2,2004,S12_3380,Michael,Holz
10302,Shipped,2,4,2004,S12_3380,Jytte,Petersen
10303,Cancelled,2,6,2004,S12_3380,Elizabeth,Devon
10304,Shipped,3,7,2004,S12_3380,Maurizio,Moroni
10305,Shipped,3,8,2004,S12_3380,Miguel,Barajas
10306,Shipped,3,8,2004,S12_3380,Michael,Holz
10307,Shipped,4,10,2003,S12_3380,Roland,Keitel
10308,Shipped,4,10,2004,S12_3380,Henriette,Pfalzheim
10309,Shipped,4,11,2004,S12_3380,Christina,Berglund
10310,Shipped,4,11,2004,S12_3380,Kwai,Yu
10311,Shipped,4,11,2004,S12_3380,Georg,Pipps
10312,Shipped,1,1,2005,S12_3380,Kalle,Suominen
10313,Shipped,1,2,2005,S12_3380,Leslie,Young
10314,Shipped,1,3,2005,S12_3380,Maria,Larsson
10315,Shipped,2,5,2005,S12_3380,Georg,Pipps
10316,Shipped,1,2,2003,S12_3891,Jytte,Petersen
10317,Shipped,2,4,2003,S12_3891,Eric,Natividad
10318,Shipped,2,6,2003,S12_3891,Jeff,Young
10319,Shipped,3,8,2003,S12_3891,Valarie,Nelson
10320,Shipped,3,9,2003,S12_3891,Diego,Freyre
10321,Shipped,4,10,2003,S12_3891,Eric,Natividad
10322,Shipped,4,11,2003,S12_3891,Maurizio,Moroni
10323,Shipped,4,11,2003,S12_3891,Wing C,Tam
10324,Shipped,4,11,2003,S12_3891,Leslie,Murphy
10325,Shipped,1,1,2004,S12_3891,Mary,Saveley
10326,Shipped,1,2,2004,S12_3891,Dean,Cassidy
10327,Shipped,1,3,2004,S12_3891,Jesus,Fernandez
10328,Shipped,2,5,2004,S12_3891,Kalle,Suominen
10329,Shipped,3,7,2004,S12_3891,Kyung,Yu
10330,Shipped,3,8,2004,S12_3891,Valarie,Nelson
10331,Shipped,3,9,2004,S12_3891,Paolo,Accorti
10332,Shipped,4,10,2004,S12_3891,Victoria,Ashworth
10333,Shipped,4,10,2004,S12_3891,Palle,Ibsen
10334,Shipped,4,11,2004,S12_3891,Jonas,Bergulfsen
10335,Shipped,4,11,2004,S12_3891,Marie,Bertrand
10336,Shipped,4,12,2004,S12_3891,Jeff,Young
10337,Shipped,4,12,2004,S12_3891,Paul,Henriot
10338,Shipped,1,1,2005,S12_3891,Akiko,Shimamura
10339,Shipped,1,2,2005,S12_3891,Valarie,Nelson
10340,Shipped,1,3,2005,S12_3891,Valarie,Nelson
10341,Shipped,2,5,2005,S12_3891,Julie,King
10342,Shipped,1,3,2003,S12_3990,Arnold,Cruz
10343,Shipped,2,5,2003,S12_3990,Laurence,Lebihan
10344,Shipped,3,7,2003,S12_3990,Valarie,Nelson
10345,Shipped,3,9,2003,S12_3990,Allen,Nelson
10346,Shipped,4,10,2003,S12_3990,Julie,Brown
10347,Shipped,4,11,2003,S12_3990,Anna,O'Hara
10348,Shipped,4,11,2003,S12_3990,Veysel,Oeztan
10349,Shipped,4,11,2003,S12_3990,Henriette,Pfalzheim
10350,Shipped,4,12,2003,S12_3990,Diego,Freyre
10351,Shipped,1,1,2004,S12_3990,Dominique,Perrier
10352,Shipped,1,2,2004,S12_3990,Michael,Holz
10353,Shipped,2,4,2004,S12_3990,Jytte,Petersen
10354,Cancelled,2,6,2004,S12_3990,Elizabeth,Devon
10355,Shipped,3,7,2004,S12_3990,Maurizio,Moroni
10356,Shipped,3,8,2004,S12_3990,Miguel,Barajas
10357,Shipped,3,8,2004,S12_3990,Michael,Holz
10358,Shipped,4,10,2003,S12_3990,Roland,Keitel
10359,Shipped,4,10,2004,S12_3990,Henriette,Pfalzheim
10360,Shipped,4,11,2004,S12_3990,Christina,Berglund
10361,Shipped,4,11,2004,S12_3990,Kwai,Yu
10362,Shipped,4,11,2004,S12_3990,Georg,Pipps
10363,Shipped,1,1,2005,S12_3990,Kalle,Suominen
10364,Shipped,1,2,2005,S12_3990,Matti,Karttunen
10365,Shipped,1,3,2005,S12_3990,Maria,Larsson
10366,Shipped,2,5,2005,S12_3990,Georg,Pipps
10367,Shipped,1,1,2003,S12_4473,Diego,Freyre
10368,Shipped,2,4,2003,S12_4473,Maria,Hernandez
10369,Shipped,2,6,2003,S12_4473,Jeff,Young
10370,Shipped,3,8,2003,S12_4473,Kalle,Suominen
10371,Shipped,3,9,2003,S12_4473,Pirkko,Koskitalo
10372,Shipped,4,10,2003,S12_4473,Eric,Natividad
10373,Shipped,4,11,2003,S12_4473,Ann,Brown
10374,Shipped,4,11,2003,S12_4473,Jose Pedro,Roel
10375,Shipped,4,11,2003,S12_4473,Steve,Frick
10376,Shipped,4,12,2003,S12_4473,Valarie,Franco
10377,Shipped,1,2,2004,S12_4473,Sue,Taylor
10378,Shipped,1,3,2004,S12_4473,Valarie,Nelson
10379,Shipped,2,5,2004,S12_4473,Diego,Freyre
10380,Shipped,2,6,2004,S12_4473,Wendy,Victorino
10381,Shipped,3,7,2004,S12_4473,Valarie,Nelson
10382,Shipped,3,8,2004,S12_4473,Kyung,Yu
10383,Shipped,3,9,2004,S12_4473,Kwai,Yu
10384,Shipped,4,10,2004,S12_4473,Marta,Hernandez
10385,Shipped,4,10,2004,S12_4473,Palle,Ibsen
10386,Shipped,4,11,2004,S12_4473,Michael,Frick
10387,Shipped,4,11,2004,S12_4473,Marie,Bertrand
10388,Shipped,4,12,2004,S12_4473,Jeff,Young
10389,Shipped,4,12,2004,S12_4473,Diego,Freyre
10390,Shipped,1,1,2005,S12_4473,Valarie,Nelson
10391,Shipped,1,2,2005,S12_4473,Valarie,Nelson
10392,Shipped,2,5,2005,S12_4473,Diego,Freyre
10393,In Process,2,5,2005,S12_4473,Janine,Labrune
10394,Shipped,1,3,2003,S12_4675,Arnold,Cruz
10395,Shipped,2,5,2003,S12_4675,Laurence,Lebihan
10396,Shipped,3,7,2003,S12_4675,Valarie,Nelson
10397,Shipped,3,9,2003,S12_4675,Allen,Nelson
10398,Shipped,4,10,2003,S12_4675,Michael,Chandler
10399,Shipped,4,11,2003,S12_4675,Roland,Mendel
10400,Shipped,4,11,2003,S12_4675,Veysel,Oeztan
10401,Shipped,4,11,2003,S12_4675,Valarie,Young
10402,Shipped,4,12,2003,S12_4675,Diego,Freyre
10403,Shipped,1,1,2004,S12_4675,Diego,Freyre
10404,Shipped,1,2,2004,S12_4675,Michael,Holz
10405,Shipped,2,4,2004,S12_4675,Pirkko,Koskitalo
10406,Cancelled,2,6,2004,S12_4675,Elizabeth,Devon
10407,Shipped,3,7,2004,S12_4675,Maurizio,Moroni
10408,Shipped,3,8,2004,S12_4675,Eric,Natividad
10409,Shipped,3,8,2004,S12_4675,Michael,Holz
10410,Shipped,4,10,2003,S12_4675,Roland,Keitel
10411,Shipped,4,10,2004,S12_4675,Henriette,Pfalzheim
10412,Shipped,4,11,2004,S12_4675,Violeta,Benitez
10413,Shipped,4,11,2004,S12_4675,Kwai,Yu
10414,Shipped,4,11,2004,S12_4675,Georg,Pipps
10415,Shipped,1,1,2005,S12_4675,Kalle,Suominen
10416,Shipped,1,2,2005,S12_4675,Matti,Karttunen
10417,Shipped,1,3,2005,S12_4675,Maria,Larsson
10418,Shipped,2,4,2005,S12_4675,Frederique,Citeaux
10419,Shipped,2,5,2005,S12_4675,Georg,Pipps
10420,Shipped,1,1,2003,S18_1097,Jonas,Bergulfsen
10421,Shipped,1,3,2003,S18_1097,Valarie,Nelson
10422,Shipped,2,5,2003,S18_1097,Mart¡n,Sommer
10423,Shipped,3,7,2003,S18_1097,Juri,Hirano
10424,Shipped,3,9,2003,S18_1097,Eric,Natividad
10425,Resolved,4,10,2003,S18_1097,Roland,Mendel
10426,Shipped,4,11,2003,S18_1097,Tony,Calaghan
10427,Shipped,4,11,2003,S18_1097,Francisca,Cervantes
10428,Shipped,4,11,2003,S18_1097,Mary,Saveley
10429,Shipped,4,12,2003,S18_1097,Yoshi,Tannamuri
10430,Shipped,1,1,2004,S18_1097,Steve,Thompson
10431,Shipped,1,3,2004,S18_1097,Kyung,Tseng
10432,Shipped,2,5,2004,S18_1097,Leslie,Murphy
10433,Shipped,2,6,2004,S18_1097,Akiko,Shimamura
10434,Shipped,3,7,2004,S18_1097,Adrian,Huxley
10435,Shipped,3,8,2004,S18_1097,Paolo,Accorti
10436,Shipped,3,9,2004,S18_1097,Maria,Larsson
10437,Shipped,4,10,2004,S18_1097,Daniel,Tonini
10438,Shipped,4,10,2004,S18_1097,Valarie,Nelson
10439,Shipped,4,11,2004,S18_1097,Valarie,Young
10440,Shipped,4,11,2004,S18_1097,Julie,Murphy
10441,Shipped,4,11,2004,S18_1097,Peter,Ferguson
10442,Shipped,4,12,2004,S18_1097,Valarie,Nelson
10443,Shipped,1,1,2005,S18_1097,Anna,O'Hara
10444,Shipped,1,2,2005,S18_1097,Julie,Brown
10445,Shipped,1,3,2005,S18_1097,Anna,O'Hara
10446,Shipped,2,5,2005,S18_1097,Jean,Fresnisre
10447,In Process,2,5,2005,S18_1097,Diego,Freyre
10448,Shipped,1,3,2003,S18_1129,Rosa,Hernandez
10449,Shipped,2,5,2003,S18_1129,Laurence,Lebihan
10450,Shipped,3,7,2003,S18_1129,Annette,Roulet
10451,Shipped,3,9,2003,S18_1129,Anna,O'Hara
10452,Shipped,4,10,2003,S18_1129,Palle,Ibsen
10453,Shipped,4,11,2003,S18_1129,Jean,Fresnisre
